wconfid,pctid,x,y,z
1,20,0.973,-0.039,-0.117
1,20,1.02,0.047,-0.129
1,20,0.977,-0.109,-0.156
1,20,1.031,-0.035,-0.137
1,20,1.008,0.055,-0.121
1,20,0.992,-0.074,-0.172
1,20,0.973,-0.082,-0.121
1,20,1.02,0.055,-0.125
1,20,0.984,0.109,-0.145
1,20,1.039,0.117,-0.117
1,20,0.961,0.035,-0.129
1,20,0.98,-0.074,-0.121
1,20,0.965,-0.156,-0.117
1,20,0.992,0.039,-0.133
1,20,0.992,-0.051,-0.121
1,20,0.969,-0.152,-0.148
1,20,0.992,0.082,-0.133
1,20,0.996,-0.023,-0.125
1,20,0.969,-0.129,-0.148
1,20,0.988,0.098,-0.129
1,20,1.023,-0.008,-0.137
1,20,0.969,-0.113,-0.145
1,20,1.008,0.121,-0.133
1,20,1.023,-0.016,-0.125
1,20,0.965,-0.074,-0.137
1,20,1.008,0.125,-0.129
1,20,1.016,0.008,-0.125
1,20,0.984,0.082,-0.117
1,20,1.023,0.063,-0.125
1,20,0.977,-0.07,-0.16
1,20,0.973,-0.094,-0.109
1,20,1.012,0.043,-0.133
1,20,0.98,-0.031,-0.145
1,20,0.973,-0.09,-0.121
1,20,0.992,0.035,-0.121
1,20,0.988,-0.008,-0.148
1,20,0.977,-0.105,-0.121
1,20,1.039,0.105,-0.117
1,20,0.973,0.008,-0.141
1,20,1.039,0.105,-0.125
1,20,1,0.102,-0.133
1,20,0.98,-0.012,-0.117
1,20,0.965,0.086,-0.113
1,20,0.961,-0.023,-0.117
1,20,1.004,-0.016,-0.125
1,20,0.973,-0.094,-0.121
1,20,1.004,0.117,-0.133
1,20,0.996,0.004,-0.125
1,20,1.016,-0.008,-0.125
1,20,0.977,-0.059,-0.121
1,20,1.008,0.027,-0.117
1,20,1,-0.109,-0.152
1,20,0.965,-0.059,-0.109
1,20,1.027,0.035,-0.121
1,20,0.984,0.148,-0.145
1,20,1.016,0.016,-0.129
1,20,0.984,-0.035,-0.145
1,20,0.977,0.137,-0.113
1,20,0.98,-0.105,-0.129
1,20,0.988,0,-0.145
1,20,0.988,-0.078,-0.152
1,20,0.973,-0.121,-0.133
1,20,0.969,0.012,-0.129
1,20,0.977,-0.078,-0.121
1,20,0.953,-0.137,-0.168
1,20,1.02,0.008,-0.137
1,20,1.047,-0.07,-0.121
1,20,0.953,-0.148,-0.148
1,20,0.996,0.055,-0.133
1,20,1.031,-0.031,-0.121
1,20,0.973,-0.148,-0.145
1,20,0.992,0.086,-0.141
1,20,1.004,0.031,-0.137
1,20,0.996,0.117,-0.125
1,20,1.031,0.027,-0.152
1,20,0.973,-0.117,-0.145
1,20,0.988,-0.039,-0.125
1,20,1.008,0.039,-0.125
1,20,0.965,-0.117,-0.152
1,20,0.98,-0.039,-0.125
1,20,1.02,0.039,-0.121
1,20,0.977,-0.109,-0.148
1,20,0.969,-0.074,-0.129
1,20,1.016,0.051,-0.125
1,20,0.973,-0.074,-0.152
1,20,0.969,-0.09,-0.117
1,20,1.016,0.02,-0.133
1,20,0.984,-0.043,-0.148
1,20,0.969,-0.102,-0.121
1,20,1.02,0.074,-0.125
1,20,0.988,-0.012,-0.148
1,20,0.98,-0.098,-0.125
1,20,1.035,0.113,-0.125
1,20,0.992,0.047,-0.133
1,20,1.043,0.098,-0.117
1,20,1,0.09,-0.133
1,20,0.988,-0.02,-0.125
1,20,0.973,-0.133,-0.152
1,20,0.988,0.105,-0.141
1,20,1.004,-0.031,-0.117
1,20,0.977,-0.082,-0.141
1,20,0.996,0.109,-0.125
1,20,1.027,-0.004,-0.125
1,20,0.977,-0.012,-0.137
1,20,1,0.113,-0.117
1,20,1.02,0.004,-0.121
1,20,1.004,0.148,-0.148
1,20,1.012,0.035,-0.125
1,20,0.977,-0.074,-0.148
1,20,0.969,-0.098,-0.117
1,20,1.008,0.012,-0.117
1,20,0.984,-0.051,-0.145
1,20,0.969,-0.09,-0.113
1,20,1.031,0.09,-0.129
1,20,0.98,-0.016,-0.148
1,20,0.984,-0.082,-0.133
1,20,1.02,0.117,-0.113
1,20,0.996,0.016,-0.141
1,20,1.039,0.098,-0.121
1,20,1,0.094,-0.137
1,20,0.996,-0.035,-0.121
1,20,0.969,0.09,-0.133
1,20,0.957,-0.016,-0.125
1,20,1.012,-0.035,-0.129
1,20,0.973,0.02,-0.113
1,20,0.953,-0.027,-0.113
1,20,1.008,0,-0.125
1,20,0.973,-0.098,-0.145
1,20,0.969,-0.043,-0.105
1,20,1.059,-0.008,-0.148
1,20,0.965,-0.109,-0.121
1,20,1.004,0.09,-0.133
1,20,1.004,0.027,-0.121
1,20,1,-0.125,-0.156
1,20,0.977,-0.031,-0.125
1,20,1.023,0.043,-0.117
1,20,0.984,-0.109,-0.16
1,20,0.965,-0.078,-0.121
1,20,1.027,0.047,-0.125
1,20,0.977,0.125,-0.141
1,20,1.051,0.113,-0.117
1,20,0.977,0.031,-0.133
1,20,0.984,-0.074,-0.117
1,20,0.977,-0.129,-0.137
1,20,1,0.031,-0.137
1,20,0.984,-0.059,-0.121
1,20,0.969,-0.137,-0.148
1,20,1.004,0.063,-0.145
1,20,1.02,-0.027,-0.121
1,20,0.961,-0.137,-0.16
1,20,0.996,0.09,-0.133
1,20,1.023,-0.02,-0.129
1,20,0.973,-0.133,-0.156
1,20,0.992,0.105,-0.129
1,20,1.031,-0.031,-0.121
1,20,0.984,-0.082,-0.145
1,20,1,0.113,-0.125
1,20,1.02,0.055,-0.125
1,20,1.031,0.023,-0.113
1,20,1.02,0.055,-0.125
1,20,0.977,-0.086,-0.152
1,20,0.973,-0.094,-0.121
1,20,1.016,0.043,-0.121
1,20,0.973,-0.066,-0.145
1,20,0.965,-0.098,-0.121
1,20,1.039,0.012,-0.137
1,20,0.988,-0.039,-0.145
1,20,0.977,-0.09,-0.121
1,20,1.031,0.09,-0.125
1,20,0.973,-0.008,-0.141
1,20,1.012,-0.09,-0.133
1,20,1.027,0.113,-0.113
1,20,1,0.02,-0.129
1,20,1.035,0.098,-0.121
1,20,1.004,0.105,-0.133
1,20,0.996,-0.023,-0.129
1,20,0.965,-0.125,-0.129
1,20,1.004,0.117,-0.125
1,20,1.02,-0.012,-0.129
1,20,0.973,-0.07,-0.133
1,20,0.984,0.125,-0.129
1,20,1.023,0.012,-0.129
1,20,0.996,-0.063,-0.141
1,20,0.965,-0.055,-0.109
1,20,0.996,0.031,-0.125
1,20,1,0.141,-0.145
1,20,1.008,0.047,-0.121
1,20,0.984,-0.039,-0.141
1,20,0.973,0.137,-0.113
1,20,0.996,-0.039,-0.137
1,20,0.988,-0.023,-0.145
1,20,0.977,0.137,-0.117
1,20,0.965,-0.129,-0.148
1,20,0.992,0,-0.145
1,20,1.047,-0.07,-0.121
1,20,0.973,-0.148,-0.152
1,20,0.984,0.031,-0.141
